word,mse_small_child,mse_medium_child,mse_small_medium
aunt,0.2177413779716084,0.114135737131219,0.0232974317036917
awake,0.3205949497018837,0.3033260056825411,0.0016724282127503
basket,0.325333279405426,0.2766926949476889,0.0036148895236726
beach,0.2409842861293942,0.2871499000150488,0.0030256316311092
black,0.2869683560177612,0.2890143170424786,0.0001434074471921
camera,0.2851797816543429,0.2892799985329356,0.0005918272492835
careful,0.3158791095599172,0.3006128488558681,0.0047149964221716
closet,0.3030867281679456,0.3101780309812085,0.0045522686953783
cloud,0.1890343576580122,0.2629272598045045,0.0110855826500643
cut,0.32439045889566,0.32439045889566,4.7553993897543595e-33
dark,0.2393886174150502,0.3053467282188274,0.0057193034541848
donut,0.0980915497548997,0.0977557135603778,0.0001261088595472
drop,0.2164780429054821,0.303892000044507,0.0135337546346415
empty,0.1481697801069149,0.1211571390719849,0.0021005965783106
find,0.3028038380531843,0.3028038380531843,4.291250273157036e-33
glass,0.279917538470415,0.2873231734698843,7.327930375845292e-05
have,0.3052953785619998,0.3052953785619998,4.270065043768777e-33
knock,0.1856294327829218,0.2763050665495138,0.0132962779464014
loud,0.2468548047005061,0.3099447557000612,0.0043596911359293
man,0.2809230272050161,0.2809230272050161,4.55173229813541e-33
morning,0.2378194285933599,0.3018378162824629,0.0057421285059575
muffin,0.0961884384289288,0.0910684611441771,0.0002953667105871
nice,0.2577687184352388,0.2581665136889174,1.1632352953944254e-05
paint,0.2605960464508065,0.3125370623429848,0.0029687245054584
popsicle,0.1052503292652266,0.1051410968177829,0.0002919147161775
potato,0.3800315806533146,0.2644146150074415,0.0222444255202008
pull,0.234587279503285,0.2985281540348435,0.0062450447883743
pumpkin,0.1499834846182494,0.2755004219434082,0.0306856603150999
purse,0.1465483031131019,0.1644644190556196,0.009726541113724
sad,0.2224931744780441,0.3002152216692603,0.0100712375917433
scared,0.335050345417061,0.3335336158784298,0.0103161139040031
scissors,0.1904653406004189,0.3427823901353186,0.0332849566446245
share,0.3110684074493032,0.3124251767265391,0.0001098379376396
shopping,0.2299682171430234,0.304366194058642,0.0065856759710392
shovel,0.1899223547982443,0.1506946164630569,0.0119937767870442
stand,0.156368562229016,0.3000238105658092,0.0290199432348907
street,0.241257558478514,0.3010830387375437,0.005994082128274
stuck,0.2056594640990577,0.2745530886102183,0.0082461100795765
