word,mse_small_child,mse_medium_child,mse_small_medium
snowman,0.1187424907764291,0.1259762645122688,0.0014868388102539
soft,0.2055323295829211,0.2920068745366119,0.0138486507870569
some,0.3105749859127605,0.3105749859127605,0.0
spill,0.2762288680469732,0.3277157831313799,0.0063102488636491
stay,0.3131180634142215,0.3162326752372207,0.0005546461852994
sticky,0.1519109253168552,0.1404956299717257,0.0060996956883511
stove,0.3342479119635968,0.296820887857753,0.002026678481932
sweep,0.2835087701050758,0.1715161166549864,0.0247960650767985
take,0.3327123044077505,0.3327123044077505,4.058694232372278e-33
taste,0.2644212196225166,0.3534348162752037,0.0087802958561591
teacher,0.2725307481589512,0.3434970930239028,0.005861471685175
the,0.3358588619471565,0.3358588619471565,1.7516912127817996e-32
to,0.347911410686065,0.347911410686065,0.0
turkey,0.2740217226885845,0.072811217337143,0.0713278395311163
uncle,0.1804121193043991,0.0699648856349208,0.0430702924192158
under,0.3237174800530558,0.3237174800530558,0.0
vitamins,0.2325344837383933,0.3283018170508945,0.0152965362998043
wake,0.286940099007509,0.3328943526324144,0.0023596674756633
who,0.3487932939765924,0.3487932939765923,4.646102865410384e-33
windy,0.1443808201744984,0.1138468940806905,0.0033353605030445
with,0.3666808060103153,0.3666808060103153,0.0
wolf,0.2818527936066564,0.1424017357366759,0.031557524071861
write,0.3320795289253407,0.3320795289253408,4.295222503667335e-33
yard,0.26716154048924,0.3407014565246506,0.005684184613629
am,0.4140322607897153,0.4140322607897153,1.4779781995487624e-33
she,0.4120654886236099,0.4120654886236098,1.0010562553749516e-32
today,0.4086958910315274,0.4086958910315274,0.0
