word,corr_type,r_child_surprisal,p_child_surprisal,r_child_attention,p_child_attention,r_surprisal_attention,p_surprisal_attention,child_L,child_k,child_x0,child_b,surprisal_L,surprisal_k,surprisal_x0,surprisal_b,attention_L,attention_k,attention_x0,attention_b
baby,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,1.2912993136139495,-3.6532258043232577,-0.1706356307430106,-0.3348866207668924,508.8001243651481,4486.551899391014,-0.0010878873812184258,11.802644348875125,308.443290639948,15.254710235608306,-0.6497813989172824,0.016630938820077094
ball,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.3655177103563006,-6.2913058267473545,0.06545811872357475,0.5944702994894073,641.1582968094981,5838.038116085664,-0.0007892475397131161,8.841861610281198,263.46337510936013,20.792747181862193,-0.47527687719329414,0.015053535307856893
banana,spearman,-0.9901082051253017,7.557189016653412e-171,-1.0,0.0,0.9901082051253018,7.557189016644819e-171,0.7574959528804296,-4.220465352239603,0.12592799001467408,0.2136277652439943,168868.55200464564,49.01388445568105,-0.22059506624290198,10.808611355733474,349.19144133750814,16.258426226709627,-0.6085931378246419,0.013892337066092907
book,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.9128225964769754,-3.7231309711599354,0.003103518607322449,0.04659179678332209,804.9058410198236,4855.931625335186,-0.0009690195733888724,8.399857149650114,446.35984496704407,14.051432375463145,-0.7221524764778974,0.014894326428643275
bye,spearman,-0.9999981249513661,0.0,-1.0,0.0,0.9999981249513661,0.0,1.077342593681895,-3.77204074515669,-0.28180791985516856,-0.1125606388309286,22450.471034086448,34.21223504734747,-0.27000458816473705,13.944959492863497,541.0158501269032,15.938394079419359,-0.6292623860174662,0.01065324889946362
dog,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.3719627143628972,-4.795649387017753,0.3350967699631098,0.5982317573926033,647.8579647100948,5826.082860248773,-0.0008342488087610716,10.361476334648767,199.43693009047945,18.507703076962713,-0.5205369009973463,0.015835677045392998
hi,spearman,-0.9956230620229932,8.681340620556595e-206,-1.0,0.0,0.9956230620229931,8.681340620578802e-206,0.35786998192124064,-5.773851245545752,0.4012459971852386,0.5830609591290714,0.19224885449990714,96.826173692662,0.49386925402168624,20.8404590142784,849.5948617022901,4.100315477895905,-2.636144406434219,0.015695806521180022
no,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.733407136050769,-4.138536728137249,-0.018907153617705744,0.23485794842164037,1262.59233756757,6228.622015737638,-0.0008030549335361325,7.671677979559683,575.5407135835574,14.945975210712701,-0.6881011434827137,0.017331615715836895
shoe,spearman,-1.0,0.0,-1.0,0.0,1.0,0.0,1.8594829491604363,-3.7771415321868065,-0.2685895136199267,-0.9016001022547755,5366.379505348221,16.070033620707974,-0.5357107875692918,15.634736514919615,63.27242616281566,17.307708202363063,-0.5046687268927509,0.014377378015689387
car,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,1.345006144791127,-3.842025589870344,-0.051294641134974665,-0.3693810876472912,716.7507338279967,3780.072693674374,-0.0012797025433964227,9.33406815132755,242.40195694203757,15.208486375085283,-0.6385185085381687,0.014874308716699263
eye,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.7716757149243524,-5.19465534643211,0.17667278048007348,0.17862054012282053,1063.6250660164928,5125.669554482491,-0.0009293807862451518,6.27009739305842,287.80535218013284,22.527778379492922,-0.44450275029439457,0.013528813632256843
meow,spearman,-0.6698044236560017,2.1219284062420113e-27,-1.0,0.0,0.6698044236560018,2.1219284062418596e-27,0.68224044517225,-4.7644883481377125,0.18491092156410557,0.2625593207996421,397175.78820697573,205.45490731420435,-0.05199647533988069,18.589605433375734,428.94948670268946,18.113794841138194,-0.5536415613050609,0.014534577965029952
nose,spearman,-0.9981243190624642,3.6160287449566822e-242,-1.0,0.0,0.9981243190624641,3.616028744977648e-242,1.0859377568087163,-4.037470552674172,0.02676234683431625,-0.1353839322563679,134332.88054795368,42.234026932726664,-0.2559158902361193,11.412360081000203,203.74403470821852,19.72668368331041,-0.4927996073333927,0.01502930015464374
apple,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,1.1403781426259334,-4.089089362267161,0.07613069243398421,-0.17032021998139266,541.8696152722032,4037.678531828298,-0.0012413597657739198,11.775464525317707,377.0025040740397,15.603598841908989,-0.6456892762330906,0.015039279084030242
balloon,spearman,-0.9999943748435502,0.0,-1.0,0.0,0.9999943748435502,0.0,0.562525585182574,-6.481929741185423,0.38588899569356,0.3660410327648847,188902.25659782407,35.3658302870726,-0.3098631159326667,10.950384991914348,189.51833350687158,16.38922322719612,-0.5701020813879485,0.01573210386975403
bath,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.7445959257522942,-4.756056112210625,0.21078929682918734,0.15582008996872698,1034.370931971801,4498.793407526313,-0.0011423536757686772,9.919989898719273,317.67983727442277,19.320157525987636,-0.5081618767491003,0.011555564565015664
bird,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.5831992688399147,-5.617017831232152,0.32125374430527565,0.340220624623558,652.6192666703596,3647.208999830431,-0.0013674489387141726,11.345247532338211,219.30716310638954,18.93651547793318,-0.504333937201464,0.015865732479556055
bubbles,spearman,-0.9926146694951937,2.3322688329237996e-183,-1.0,0.0,0.9926146694951937,2.3322688329237996e-183,0.7799721334117141,-4.875142500761885,0.24180488385213678,0.15652847490932265,151692.1469723332,47.68679207236426,-0.222190039039979,10.367079810056214,400.120954491525,14.327445928366682,-0.6908210159783668,0.014223770930980914
cat,spearman,-0.17234120963168803,0.014675759295957184,-1.0,0.0,0.17234120963168803,0.014675759295957184,0.659364390336543,-5.347478274962052,0.2962802944739232,0.28603317971721476,667.9636183371116,5936.042992969806,-0.0008299234738446324,11.232593322186926,304.01632253389084,4.5506869055392265,-2.270214957582475,0.014077348975178922
